1	Oh	oh	_	UH	_	_	_	_	_
2	's	's	_	POS	_	_	_	_	_
3	Adopted	adopted	_	NNP	_	_	_	_	_
4	Grave	grave	_	NNP	_	_	_	_	_
5	North	north	_	NNP	_	_	_	_	_
6	Point	point	_	NNP	_	_	_	_	_
7	,	,	_	,	_	_	_	_	_
8	where	where	_	WRB	_	_	_	_	_
9	Freda	freda	_	NNP	_	_	_	_	_
10	lived	live	_	VBD	_	_	_	_	_
11	,	,	_	,	_	_	_	_	_
12	was	be	_	VBD	_	_	_	_	_
13	the	the	_	DT	_	_	_	_	_
14	bleakest	bleak	_	JJS	_	_	_	_	_
15	settlement	settlement	_	NN	_	_	_	_	_
16	in	in	_	IN	_	_	_	_	_
17	the	the	_	DT	_	_	_	_	_
18	world	world	_	NN	_	_	_	_	_
19	.	.	_	.	_	_	_	_	_

1	Even	even	_	RB	_	_	_	_	_
2	its	it	_	PRP$	_	_	_	_	_
3	inhabitants	inhabitant	_	NNS	_	_	_	_	_
4	,	,	_	,	_	_	_	_	_
5	who	who	_	WP	_	_	_	_	_
6	loved	love	_	VBD	_	_	_	_	_
7	it	it	_	PRP	_	_	_	_	_
8	,	,	_	,	_	_	_	_	_
9	had	have	_	VBD	_	_	_	_	_
10	to	to	_	TO	_	_	_	_	_
11	admit	admit	_	VB	_	_	_	_	_
12	that	that	_	DT	_	_	_	_	_
13	.	.	_	.	_	_	_	_	_

1	The	the	_	DT	_	_	_	_	_
2	northeast	northeast	_	NN	_	_	_	_	_
3	winds	wind	_	VBZ	_	_	_	_	_
4	swept	swept	_	JJ	_	_	_	_	_
5	whistling	whistle	_	VBG	_	_	_	_	_
6	up	up	_	RP	_	_	_	_	_
7	the	the	_	DT	_	_	_	_	_
8	bay	bay	_	NN	_	_	_	_	_
9	and	and	_	CC	_	_	_	_	_
10	blew	blow	_	VBD	_	_	_	_	_
11	rawly	rawly	_	RB	_	_	_	_	_
12	over	over	_	IN	_	_	_	_	_
13	the	the	_	DT	_	_	_	_	_
14	long	long	_	JJ	_	_	_	_	_
15	hill	hill	_	NN	_	_	_	_	_
16	that	that	_	WDT	_	_	_	_	_
17	sloped	slop	_	VBD	_	_	_	_	_
18	down	down	_	RB	_	_	_	_	_
19	to	to	_	TO	_	_	_	_	_
20	it	it	_	PRP	_	_	_	_	_
21	,	,	_	,	_	_	_	_	_
22	blighting	blight	_	VBG	_	_	_	_	_
23	everything	everything	_	NN	_	_	_	_	_
24	that	that	_	WDT	_	_	_	_	_
25	was	be	_	VBD	_	_	_	_	_
26	in	in	_	IN	_	_	_	_	_
27	their	their	_	PRP$	_	_	_	_	_
28	way	way	_	NN	_	_	_	_	_
29	.	.	_	.	_	_	_	_	_

1	Only	only	_	RB	_	_	_	_	_
2	the	the	_	DT	_	_	_	_	_
3	sturdy	sturdy	_	JJ	_	_	_	_	_
4	firs	fir	_	NNS	_	_	_	_	_
5	and	and	_	CC	_	_	_	_	_
6	spruces	spruce	_	NNS	_	_	_	_	_
7	could	could	_	MD	_	_	_	_	_
8	hold	hold	_	VB	_	_	_	_	_
9	their	their	_	PRP$	_	_	_	_	_
10	own	own	_	JJ	_	_	_	_	_
11	against	against	_	IN	_	_	_	_	_
12	it	it	_	PRP	_	_	_	_	_
13	.	.	_	.	_	_	_	_	_

1	So	so	_	RB	_	_	_	_	_
2	there	there	_	EX	_	_	_	_	_
3	were	be	_	VBD	_	_	_	_	_
4	no	no	_	DT	_	_	_	_	_
5	orchards	orchard	_	NNS	_	_	_	_	_
6	or	or	_	CC	_	_	_	_	_
7	groves	grove	_	NNS	_	_	_	_	_
8	or	or	_	CC	_	_	_	_	_
9	flower	flower	_	JJR	_	_	_	_	_
10	gardens	garden	_	NNS	_	_	_	_	_
11	in	in	_	IN	_	_	_	_	_
12	North	north	_	NNP	_	_	_	_	_
13	Point	point	_	NNP	_	_	_	_	_
14	.	.	_	.	_	_	_	_	_

1	Just	just	_	RB	_	_	_	_	_
2	over	over	_	IN	_	_	_	_	_
3	the	the	_	DT	_	_	_	_	_
4	hill	hill	_	NN	_	_	_	_	_
5	,	,	_	,	_	_	_	_	_
6	in	in	_	IN	_	_	_	_	_
7	a	a	_	DT	_	_	_	_	_
8	sheltered	sheltered	_	JJ	_	_	_	_	_
9	southwest	southwest	_	NN	_	_	_	_	_
10	valley	valley	_	NN	_	_	_	_	_
11	,	,	_	,	_	_	_	_	_
12	was	be	_	VBD	_	_	_	_	_
13	the	the	_	DT	_	_	_	_	_
14	North	north	_	NNP	_	_	_	_	_
15	Point	point	_	NNP	_	_	_	_	_
16	church	church	_	NN	_	_	_	_	_
17	with	with	_	IN	_	_	_	_	_
18	the	the	_	DT	_	_	_	_	_
19	graveyard	graveyard	_	NN	_	_	_	_	_
20	behind	behind	_	IN	_	_	_	_	_
21	it	it	_	PRP	_	_	_	_	_
22	,	,	_	,	_	_	_	_	_
23	and	and	_	CC	_	_	_	_	_
24	this	this	_	DT	_	_	_	_	_
25	graveyard	graveyard	_	NN	_	_	_	_	_
26	was	be	_	VBD	_	_	_	_	_
27	the	the	_	DT	_	_	_	_	_
28	most	most	_	RBS	_	_	_	_	_
29	beautiful	beautiful	_	JJ	_	_	_	_	_
30	spot	spot	_	NN	_	_	_	_	_
31	in	in	_	IN	_	_	_	_	_
32	North	north	_	NNP	_	_	_	_	_
33	Point	point	_	NNP	_	_	_	_	_
34	or	or	_	CC	_	_	_	_	_
35	near	near	_	IN	_	_	_	_	_
36	it	it	_	PRP	_	_	_	_	_
37	.	.	_	.	_	_	_	_	_

1	The	the	_	DT	_	_	_	_	_
2	North	north	_	NNP	_	_	_	_	_
3	Point	point	_	NNP	_	_	_	_	_
4	folk	folk	_	NN	_	_	_	_	_
5	loved	love	_	VBD	_	_	_	_	_
6	flowers	flower	_	NNS	_	_	_	_	_
7	.	.	_	.	_	_	_	_	_

1	They	they	_	PRP	_	_	_	_	_
2	could	could	_	MD	_	_	_	_	_
3	not	not	_	RB	_	_	_	_	_
4	have	have	_	VB	_	_	_	_	_
5	them	them	_	PRP	_	_	_	_	_
6	about	about	_	RP	_	_	_	_	_
7	their	their	_	PRP$	_	_	_	_	_
8	homes	home	_	NNS	_	_	_	_	_
9	,	,	_	,	_	_	_	_	_
10	so	so	_	IN	_	_	_	_	_
11	they	they	_	PRP	_	_	_	_	_
12	had	have	_	VBD	_	_	_	_	_
13	them	them	_	PRP	_	_	_	_	_
14	in	in	_	IN	_	_	_	_	_
15	their	their	_	PRP$	_	_	_	_	_
16	graveyard	graveyard	_	NN	_	_	_	_	_
17	.	.	_	.	_	_	_	_	_

1	It	it	_	PRP	_	_	_	_	_
2	was	be	_	VBD	_	_	_	_	_
3	a	a	_	DT	_	_	_	_	_
4	matter	matter	_	NN	_	_	_	_	_
5	of	of	_	IN	_	_	_	_	_
6	pride	pride	_	NN	_	_	_	_	_
7	with	with	_	IN	_	_	_	_	_
8	each	each	_	DT	_	_	_	_	_
9	family	family	_	NN	_	_	_	_	_
10	to	to	_	TO	_	_	_	_	_
11	keep	keep	_	VB	_	_	_	_	_
12	the	the	_	DT	_	_	_	_	_
13	separate	separate	_	JJ	_	_	_	_	_
14	plot	plot	_	NN	_	_	_	_	_
15	neatly	neatly	_	RB	_	_	_	_	_
16	trimmed	trim	_	VBN	_	_	_	_	_
17	and	and	_	CC	_	_	_	_	_
18	weeded	weed	_	VBN	_	_	_	_	_
19	and	and	_	CC	_	_	_	_	_
20	adorned	adorn	_	VBN	_	_	_	_	_
21	with	with	_	IN	_	_	_	_	_
22	beautiful	beautiful	_	JJ	_	_	_	_	_
23	blossoms	blossom	_	NNS	_	_	_	_	_
24	.	.	_	.	_	_	_	_	_

1	It	it	_	PRP	_	_	_	_	_
2	was	be	_	VBD	_	_	_	_	_
3	one	one	_	CD	_	_	_	_	_
4	of	of	_	IN	_	_	_	_	_
5	the	the	_	DT	_	_	_	_	_
6	unwritten	unwritten	_	JJ	_	_	_	_	_
7	laws	law	_	NNS	_	_	_	_	_
8	of	of	_	IN	_	_	_	_	_
9	the	the	_	DT	_	_	_	_	_
10	little	little	_	JJ	_	_	_	_	_
11	community	community	_	NN	_	_	_	_	_
12	that	that	_	WDT	_	_	_	_	_
13	on	on	_	IN	_	_	_	_	_
14	some	some	_	DT	_	_	_	_	_
15	selected	select	_	VBN	_	_	_	_	_
16	day	day	_	NN	_	_	_	_	_
17	in	in	_	IN	_	_	_	_	_
18	May	may	_	NNP	_	_	_	_	_
19	everybody	everybody	_	NN	_	_	_	_	_
20	would	would	_	MD	_	_	_	_	_
21	repair	repair	_	VB	_	_	_	_	_
22	to	to	_	TO	_	_	_	_	_
23	the	the	_	DT	_	_	_	_	_
24	graveyard	graveyard	_	NN	_	_	_	_	_
25	to	to	_	TO	_	_	_	_	_
26	plant	plant	_	NN	_	_	_	_	_
27	,	,	_	,	_	_	_	_	_
28	trim	trim	_	JJ	_	_	_	_	_
29	and	and	_	CC	_	_	_	_	_
30	clip	clip	_	NN	_	_	_	_	_
31	.	.	_	.	_	_	_	_	_

1	It	it	_	PRP	_	_	_	_	_
2	was	be	_	VBD	_	_	_	_	_
3	not	not	_	RB	_	_	_	_	_
4	an	an	_	DT	_	_	_	_	_
5	unpleasant	unpleasant	_	JJ	_	_	_	_	_
6	duty	duty	_	NN	_	_	_	_	_
7	,	,	_	,	_	_	_	_	_
8	even	even	_	RB	_	_	_	_	_
9	to	to	_	TO	_	_	_	_	_
10	those	those	_	DT	_	_	_	_	_
11	whose	whose	_	WP$	_	_	_	_	_
12	sorrow	sorrow	_	NN	_	_	_	_	_
13	was	be	_	VBD	_	_	_	_	_
14	fresh	fresh	_	JJ	_	_	_	_	_
15	.	.	_	.	_	_	_	_	_

1	It	it	_	PRP	_	_	_	_	_
2	seemed	seem	_	VBD	_	_	_	_	_
3	as	a	_	IN	_	_	_	_	_
4	if	if	_	IN	_	_	_	_	_
5	they	they	_	PRP	_	_	_	_	_
6	were	be	_	VBD	_	_	_	_	_
7	still	still	_	RB	_	_	_	_	_
8	doing	do	_	VBG	_	_	_	_	_
9	something	something	_	NN	_	_	_	_	_
10	for	for	_	IN	_	_	_	_	_
11	the	the	_	DT	_	_	_	_	_
12	friends	friend	_	NNS	_	_	_	_	_
13	who	who	_	WP	_	_	_	_	_
14	had	have	_	VBD	_	_	_	_	_
15	gone	go	_	VBN	_	_	_	_	_
16	when	when	_	WRB	_	_	_	_	_
17	they	they	_	PRP	_	_	_	_	_
18	made	make	_	VBD	_	_	_	_	_
19	their	their	_	PRP$	_	_	_	_	_
20	earthly	earthly	_	JJ	_	_	_	_	_
21	resting	resting	_	NN	_	_	_	_	_
22	places	place	_	NNS	_	_	_	_	_
23	beautiful	beautiful	_	NN	_	_	_	_	_
24	.	.	_	.	_	_	_	_	_

1	As	as	_	IN	_	_	_	_	_
2	for	for	_	IN	_	_	_	_	_
3	the	the	_	DT	_	_	_	_	_
4	children	child	_	NNS	_	_	_	_	_
5	,	,	_	,	_	_	_	_	_
6	they	they	_	PRP	_	_	_	_	_
7	looked	look	_	VBD	_	_	_	_	_
8	forward	forward	_	RB	_	_	_	_	_
9	to	to	_	TO	_	_	_	_	_
10	``	``	_	``	_	_	_	_	_
11	Graveyard	graveyard	_	NNP	_	_	_	_	_
12	Day	day	_	NNP	_	_	_	_	_
13	''	''	_	''	_	_	_	_	_
14	as	a	_	IN	_	_	_	_	_
15	a	a	_	DT	_	_	_	_	_
16	very	very	_	RB	_	_	_	_	_
17	delightful	delightful	_	JJ	_	_	_	_	_
18	anniversary	anniversary	_	NN	_	_	_	_	_
19	,	,	_	,	_	_	_	_	_
20	and	and	_	CC	_	_	_	_	_
21	it	it	_	PRP	_	_	_	_	_
22	divided	divide	_	VBD	_	_	_	_	_
23	its	it	_	PRP$	_	_	_	_	_
24	spring	spring	_	NN	_	_	_	_	_
25	honours	honour	_	NN	_	_	_	_	_
26	with	with	_	IN	_	_	_	_	_
27	the	the	_	DT	_	_	_	_	_
28	amount	amount	_	NN	_	_	_	_	_
29	of	of	_	IN	_	_	_	_	_
30	the	the	_	DT	_	_	_	_	_
31	herring	herring	_	NN	_	_	_	_	_
32	catch	catch	_	NN	_	_	_	_	_
33	.	.	_	.	_	_	_	_	_

1	``	``	_	``	_	_	_	_	_
2	Tomorrow	tomorrow	_	NN	_	_	_	_	_
3	is	be	_	VBZ	_	_	_	_	_
4	Graveyard	graveyard	_	NNP	_	_	_	_	_
5	Day	day	_	NNP	_	_	_	_	_
6	,	,	_	,	_	_	_	_	_
7	''	''	_	''	_	_	_	_	_
8	said	say	_	VBD	_	_	_	_	_
9	Minnie	minnie	_	NNP	_	_	_	_	_
10	Hutchinson	hutchinson	_	NNP	_	_	_	_	_
11	at	at	_	IN	_	_	_	_	_
12	school	school	_	NN	_	_	_	_	_
13	recess	recess	_	NN	_	_	_	_	_
14	,	,	_	,	_	_	_	_	_
15	when	when	_	WRB	_	_	_	_	_
16	all	all	_	PDT	_	_	_	_	_
17	the	the	_	DT	_	_	_	_	_
18	little	little	_	JJ	_	_	_	_	_
19	girls	girl	_	NNS	_	_	_	_	_
20	were	be	_	VBD	_	_	_	_	_
21	sitting	sit	_	VBG	_	_	_	_	_
22	on	on	_	IN	_	_	_	_	_
23	the	the	_	DT	_	_	_	_	_
24	fence	fence	_	NN	_	_	_	_	_
25	.	.	_	.	_	_	_	_	_

1	``	``	_	``	_	_	_	_	_
2	Ai	ai	_	VBP	_	_	_	_	_
3	n't	n't	_	RB	_	_	_	_	_
4	I	i	_	PRP	_	_	_	_	_
5	glad	glad	_	VBP	_	_	_	_	_
6	!	!	_	.	_	_	_	_	_

1	I	i	_	PRP	_	_	_	_	_
2	've	've	_	VBP	_	_	_	_	_
3	got	get	_	VBD	_	_	_	_	_
4	the	the	_	DT	_	_	_	_	_
5	loveliest	lovely	_	JJS	_	_	_	_	_
6	big	big	_	JJ	_	_	_	_	_
7	white	white	_	JJ	_	_	_	_	_
8	rosebush	rosebush	_	NN	_	_	_	_	_
9	to	to	_	TO	_	_	_	_	_
10	plant	plant	_	NN	_	_	_	_	_
11	by	by	_	IN	_	_	_	_	_
12	Grandma	grandma	_	NNP	_	_	_	_	_
13	Hutchinson	hutchinson	_	NNP	_	_	_	_	_
14	's	's	_	POS	_	_	_	_	_
15	grave	grave	_	NN	_	_	_	_	_
16	.	.	_	.	_	_	_	_	_

1	Uncle	uncle	_	NN	_	_	_	_	_
2	Robert	robert	_	NNP	_	_	_	_	_
3	sent	send	_	VBD	_	_	_	_	_
4	it	it	_	PRP	_	_	_	_	_
5	out	out	_	RP	_	_	_	_	_
6	from	from	_	IN	_	_	_	_	_
7	town	town	_	NN	_	_	_	_	_
8	.	.	_	.	_	_	_	_	_
9	''	''	_	''	_	_	_	_	_

1	``	``	_	``	_	_	_	_	_
2	My	my	_	PRP$	_	_	_	_	_
3	mother	mother	_	NN	_	_	_	_	_
4	has	have	_	VBZ	_	_	_	_	_
5	ten	ten	_	VBN	_	_	_	_	_
6	tuberoses	tuberose	_	NNS	_	_	_	_	_
7	to	to	_	TO	_	_	_	_	_
8	set	set	_	VB	_	_	_	_	_
9	out	out	_	RP	_	_	_	_	_
10	,	,	_	,	_	_	_	_	_
11	''	''	_	''	_	_	_	_	_
12	said	say	_	VBD	_	_	_	_	_
13	Nan	nan	_	NNP	_	_	_	_	_
14	Gray	gray	_	NNP	_	_	_	_	_
15	proudly	proudly	_	RB	_	_	_	_	_
16	.	.	_	.	_	_	_	_	_

1	``	``	_	``	_	_	_	_	_
2	We	we	_	PRP	_	_	_	_	_
3	're	're	_	VBP	_	_	_	_	_
4	going	go	_	VBG	_	_	_	_	_
5	to	to	_	TO	_	_	_	_	_
6	plant	plant	_	NN	_	_	_	_	_
7	a	a	_	DT	_	_	_	_	_
8	row	row	_	NN	_	_	_	_	_
9	of	of	_	IN	_	_	_	_	_
10	lilies	lily	_	NNS	_	_	_	_	_
11	right	right	_	RB	_	_	_	_	_
12	around	around	_	IN	_	_	_	_	_
13	our	our	_	PRP$	_	_	_	_	_
14	plot	plot	_	NN	_	_	_	_	_
15	,	,	_	,	_	_	_	_	_
16	''	''	_	''	_	_	_	_	_
17	said	say	_	VBD	_	_	_	_	_
18	Katie	katie	_	NNP	_	_	_	_	_
19	Morris	morris	_	NNP	_	_	_	_	_
20	.	.	_	.	_	_	_	_	_

1	Every	every	_	DT	_	_	_	_	_
2	little	little	_	JJ	_	_	_	_	_
3	girl	girl	_	NN	_	_	_	_	_
4	had	have	_	VBD	_	_	_	_	_
5	some	some	_	DT	_	_	_	_	_
6	boast	boast	_	NN	_	_	_	_	_
7	to	to	_	TO	_	_	_	_	_
8	make	make	_	VB	_	_	_	_	_
9	,	,	_	,	_	_	_	_	_
10	that	that	_	DT	_	_	_	_	_
11	is	be	_	VBZ	_	_	_	_	_
12	,	,	_	,	_	_	_	_	_
13	every	every	_	DT	_	_	_	_	_
14	little	little	_	JJ	_	_	_	_	_
15	girl	girl	_	NN	_	_	_	_	_
16	but	but	_	CC	_	_	_	_	_
17	Freda	freda	_	NNP	_	_	_	_	_
18	.	.	_	.	_	_	_	_	_

1	Freda	freda	_	NNP	_	_	_	_	_
2	sat	sit	_	VBD	_	_	_	_	_
3	in	in	_	IN	_	_	_	_	_
4	a	a	_	DT	_	_	_	_	_
5	corner	corner	_	NN	_	_	_	_	_
6	all	all	_	DT	_	_	_	_	_
7	by	by	_	IN	_	_	_	_	_
8	herself	herself	_	PRP	_	_	_	_	_
9	and	and	_	CC	_	_	_	_	_
10	felt	felt	_	VBD	_	_	_	_	_
11	miserably	miserably	_	RB	_	_	_	_	_
12	outside	outside	_	IN	_	_	_	_	_
13	of	of	_	IN	_	_	_	_	_
14	everything	everything	_	NN	_	_	_	_	_
15	.	.	_	.	_	_	_	_	_

1	She	she	_	PRP	_	_	_	_	_
2	had	have	_	VBD	_	_	_	_	_
3	no	no	_	DT	_	_	_	_	_
4	part	part	_	NN	_	_	_	_	_
5	or	or	_	CC	_	_	_	_	_
6	lot	lot	_	NN	_	_	_	_	_
7	in	in	_	IN	_	_	_	_	_
8	Graveyard	graveyard	_	NNP	_	_	_	_	_
9	Day	day	_	NNP	_	_	_	_	_
10	.	.	_	.	_	_	_	_	_

1	``	``	_	``	_	_	_	_	_
2	Are	are	_	VBP	_	_	_	_	_
3	you	you	_	PRP	_	_	_	_	_
4	going	go	_	VBG	_	_	_	_	_
5	to	to	_	TO	_	_	_	_	_
6	plant	plant	_	NN	_	_	_	_	_
7	anything	anything	_	NN	_	_	_	_	_
8	,	,	_	,	_	_	_	_	_
9	Freda	freda	_	NNP	_	_	_	_	_
10	?	?	_	.	_	_	_	_	_
11	''	''	_	''	_	_	_	_	_

1	asked	ask	_	VBN	_	_	_	_	_
2	Nan	nan	_	NNP	_	_	_	_	_
3	,	,	_	,	_	_	_	_	_
4	with	with	_	IN	_	_	_	_	_
5	a	a	_	DT	_	_	_	_	_
6	wink	wink	_	NN	_	_	_	_	_
7	at	at	_	IN	_	_	_	_	_
8	the	the	_	DT	_	_	_	_	_
9	others	others	_	NNS	_	_	_	_	_
10	.	.	_	.	_	_	_	_	_

1	Freda	freda	_	NNP	_	_	_	_	_
2	shook	shake	_	VBD	_	_	_	_	_
3	her	her	_	PRP$	_	_	_	_	_
4	head	head	_	NN	_	_	_	_	_
5	mutely	mutely	_	RB	_	_	_	_	_
6	.	.	_	.	_	_	_	_	_

1	``	``	_	``	_	_	_	_	_
2	Freda	freda	_	NNP	_	_	_	_	_
3	ca	ca	_	MD	_	_	_	_	_
4	n't	n't	_	RB	_	_	_	_	_
5	plant	plant	_	NN	_	_	_	_	_
6	anything	anything	_	NN	_	_	_	_	_
7	,	,	_	,	_	_	_	_	_
8	''	''	_	''	_	_	_	_	_
9	said	say	_	VBD	_	_	_	_	_
10	Winnie	winnie	_	NNP	_	_	_	_	_
11	Bell	bell	_	NNP	_	_	_	_	_
12	cruelly	cruelly	_	RB	_	_	_	_	_
13	,	,	_	,	_	_	_	_	_
14	although	although	_	IN	_	_	_	_	_
15	she	she	_	PRP	_	_	_	_	_
16	did	do	_	VBD	_	_	_	_	_
17	not	not	_	RB	_	_	_	_	_
18	mean	mean	_	VB	_	_	_	_	_
19	to	to	_	TO	_	_	_	_	_
20	be	be	_	VB	_	_	_	_	_
21	cruel	cruel	_	JJ	_	_	_	_	_
22	.	.	_	.	_	_	_	_	_

1	``	``	_	``	_	_	_	_	_
2	She	she	_	PRP	_	_	_	_	_
3	has	have	_	VBZ	_	_	_	_	_
4	n't	n't	_	RB	_	_	_	_	_
5	got	get	_	VBD	_	_	_	_	_
6	a	a	_	DT	_	_	_	_	_
7	grave	grave	_	NN	_	_	_	_	_
8	.	.	_	.	_	_	_	_	_
9	''	''	_	''	_	_	_	_	_

1	Just	just	_	RB	_	_	_	_	_
2	then	then	_	RB	_	_	_	_	_
3	Freda	freda	_	NNP	_	_	_	_	_
4	felt	felt	_	VBD	_	_	_	_	_
5	as	a	_	IN	_	_	_	_	_
6	if	if	_	IN	_	_	_	_	_
7	her	her	_	PRP$	_	_	_	_	_
8	gravelessness	gravelessness	_	NN	_	_	_	_	_
9	were	be	_	VBD	_	_	_	_	_
10	a	a	_	DT	_	_	_	_	_
11	positive	positive	_	JJ	_	_	_	_	_
12	disgrace	disgrace	_	NN	_	_	_	_	_
13	and	and	_	CC	_	_	_	_	_
14	crime	crime	_	NN	_	_	_	_	_
15	,	,	_	,	_	_	_	_	_
16	as	a	_	IN	_	_	_	_	_
17	if	if	_	IN	_	_	_	_	_
18	not	not	_	RB	_	_	_	_	_
19	to	to	_	TO	_	_	_	_	_
20	have	have	_	VB	_	_	_	_	_
21	an	an	_	DT	_	_	_	_	_
22	interest	interest	_	NN	_	_	_	_	_
23	in	in	_	IN	_	_	_	_	_
24	a	a	_	DT	_	_	_	_	_
25	single	single	_	JJ	_	_	_	_	_
26	grave	grave	_	NN	_	_	_	_	_
27	in	in	_	IN	_	_	_	_	_
28	North	north	_	NNP	_	_	_	_	_
29	Point	point	_	NNP	_	_	_	_	_
30	cemetery	cemetery	_	NN	_	_	_	_	_
31	branded	brand	_	VBD	_	_	_	_	_
32	you	you	_	PRP	_	_	_	_	_
33	as	a	_	IN	_	_	_	_	_
34	an	an	_	DT	_	_	_	_	_
35	outcast	outcast	_	NN	_	_	_	_	_
36	forever	forever	_	NN	_	_	_	_	_
37	and	and	_	CC	_	_	_	_	_
38	ever	ever	_	RB	_	_	_	_	_
39	.	.	_	.	_	_	_	_	_

1	It	it	_	PRP	_	_	_	_	_
2	very	very	_	RB	_	_	_	_	_
